ErrorCodeDec,ID,adviseText,description,errorText,examples,param1,param2,pruefumfangName,resultName,resultValueStr,testStepName
"-",9086,"159: NET-0009: TIMEOUT","STATUS_DENORMIER_LOGGER_LESEN",Diagnosefehler,"FINISH_KPS;FEM;-;STATUS_DENORMIER_LOGGER_LESEN;FEM_20;status_fh_denormierungs_logger_lesen - -;-;Diagnosefehler;159: NET-0009: TIMEOUT\x0A","FEM_20","status_fh_denormierungs_logger_lesen","FINISH_KPS","-","-",FEM
"-",9087,"159: NET-0009: TIMEOUT","STATUS_MOTORSTOP_LOGGER_LESEN",Diagnosefehler,"FINISH_KPS;FEM;-;STATUS_MOTORSTOP_LOGGER_LESEN;FEM_20;STATUS_FH_MOTORSTOP_LOGGER_LESEN - -;-;Diagnosefehler;159: NET-0009: TIMEOUT\x0A","FEM_20","STATUS_FH_MOTORSTOP_LOGGER_LESEN","FINISH_KPS","-","-",FEM
"-",9088,"159: NET-0009: TIMEOUT","STATUS_REVERSIER_LOGGER_LESEN",Diagnosefehler,"FINISH_KPS;FEM;-;STATUS_REVERSIER_LOGGER_LESEN;FEM_20;STATUS_FH_REVERSIER_LOGGER_LESEN - -;-;Diagnosefehler;159: NET-0009: TIMEOUT\x0A","FEM_20","STATUS_FH_REVERSIER_LOGGER_LESEN","FINISH_KPS","-","-",FEM
14224646,9089,"-","FS_LESEN_F2","Bedieneinheit Schaltzentrum Tür (SZT), (LIN): falsche Variante verbaut","FINISH_KPS;FEM;F_ORT_NR;FS_LESEN_F2;FEM_20;FS_LESEN - 14224646 (HEX D9 0D 06 0F);14224646;Bedieneinheit Schaltzentrum Tür (SZT), (LIN): falsche Variante verbaut;-\x0A","FEM_20","FS_LESEN","FINISH_KPS","F_ORT_NR","14224646 (HEX D9 0D 06 0F)",FEM
4729153,909,"Radbeschleunigungssensor vorne links nicht gesteckt","FS_LESEN_SELEKTIV_RADBESCHLEUNIGUNGSSENSOREN_VORNE_GESTECKT","Radbeschleunigungssensor - vorne links - Sensor 1 - - Wert - unterhalb Schwelle","B_DIAGNOSE_VOR;DAEMPFER_CONTROL;F_ORT_NR;FS_LESEN_SELEKTIV_RADBESCHLEUNIGUNGSSENSOREN_VORNE_GESTECKT;VDC_25;FS_LESEN - 4729153 (HEX 48 29 41 AC);4729153;Radbeschleunigungssensor - vorne links - Sensor 1 - - Wert - unterhalb Schwelle;Radbeschleunigungssensor vorne links nicht gesteckt\x0A B_DIAGNOSE_VOR;DAEMPFER_CONTROL;F_ORT_NR;FS_LESEN_SELEKTIV_RADBESCHLEUNIGUNGSSENSOREN_VORNE_GESTECKT;VDC_25;FS_LESEN - 4729153 (HEX 48 29 41 AF);4729153;Radbeschleunigungssensor - vorne links - Sensor 1 - - Wert - unterhalb Schwelle;Radbeschleunigungssensor vorne links nicht gesteckt\x0A B_DIAGNOSE_VOR;DAEMPFER_CONTROL;F_ORT_NR;FS_LESEN_SELEKTIV_RADBESCHLEUNIGUNGSSENSOREN_VORNE_GESTECKT;VDC_25;FS_LESEN - 4729153 (HEX 48 29 41 ED);4729153;Radbeschleunigungssensor - vorne links - Sensor 1 - - Wert - unterhalb Schwelle;Radbeschleunigungssensor vorne links nicht gesteckt\x0A","VDC_25","FS_LESEN","B_DIAGNOSE_VOR","F_ORT_NR","4729153 (HEX 48 29 41 *)","DAEMPFER_CONTROL"
147456,9090,"-","FS_LESEN_F2","Energiesparmode aktiv","FINISH_KPS;FEM;F_ORT_NR;FS_LESEN_F2;FEM_20;FS_LESEN - 147456 (HEX 02 40 00 0F);147456;Energiesparmode aktiv;-\x0A","FEM_20","FS_LESEN","FINISH_KPS","F_ORT_NR","147456 (HEX 02 40 00 0F)",FEM
"*",9092,"-","*","Türkontakt *ür hinten: Leitungsunterbrechung oder Kurzschluss nach Batteriespannung","F2_DIAGNOSE;FEM;F_ORT_NR;FS_LESEN_F2;FEM_20;FS_LESEN - 8405350 (HEX 80 41 66 0C);8405350;Türkontakt Beifahrertür hinten: Leitungsunterbrechung oder Kurzschluss nach Batteriespannung;-\x0A FINISH_KPS;FEM;F_ORT_NR;FS_LESEN_F2;FEM_20;FS_LESEN - 8405350 (HEX 80 41 66 0C);8405350;Türkontakt Beifahrertür hinten: Leitungsunterbrechung oder Kurzschluss nach Batteriespannung;-\x0A FINISH_KPS;FEM;F_ORT_NR;FS_LESEN_F2;FEM_20;FS_LESEN - 8405354 (HEX 80 41 6A 0C);8405354;Türkontakt Fahrertür hinten: Leitungsunterbrechung oder Kurzschluss nach Batteriespannung;-\x0A FINISH_KPS;FEM;F_ORT_NR;FS_LESEN_FINISH;FEM_20;FS_LESEN - 8405350 (HEX 80 41 66 0E);8405350;Türkontakt Beifahrertür hinten: Leitungsunterbrechung oder Kurzschluss nach Batteriespannung;-\x0A","FEM_20","FS_LESEN","*","F_ORT_NR","* (HEX 80 41 * *)",FEM
8405651,9093,"-","FS_LESEN_FINISH","Frontwischer: Blockiert","FINISH_KPS;FEM;F_ORT_NR;FS_LESEN_FINISH;FEM_20;FS_LESEN - 8405651 (HEX 80 42 93 0C);8405651;Frontwischer: Blockiert;-\x0A","FEM_20","FS_LESEN","FINISH_KPS","F_ORT_NR","8405651 (HEX 80 42 93 0C)",FEM
148224,9094,"-","FS_LESEN_F2","Energiesparmode aktiv","FINISH_KPS;FRONTLICHTELEKTRONIK_LINKS;F_ORT_NR;FS_LESEN_F2;FLE02_L;FS_LESEN - 148224 (HEX 02 43 00 2F);148224;Energiesparmode aktiv;-\x0A","FLE02_L","FS_LESEN","FINISH_KPS","F_ORT_NR","148224 (HEX 02 43 00 2F)","FRONTLICHTELEKTRONIK_LINKS"
148480,9095,"-","FS_LESEN_F2","Energiesparmode aktiv","FINISH_KPS;FRONTLICHTELEKTRONIK_RECHTS;F_ORT_NR;FS_LESEN_F2;FLE02_R;FS_LESEN - 148480 (HEX 02 44 00 2F);148480;Energiesparmode aktiv;-\x0A","FLE02_R","FS_LESEN","FINISH_KPS","F_ORT_NR","148480 (HEX 02 44 00 2F)","FRONTLICHTELEKTRONIK_RECHTS"
"-",9096,"IFH-0029: ACCESS DENIED","DOM_DOKUCHIPCARD35UP","Fehler bei F01/ident_funktional/executeDiagJob ()","FINISH_KPS;FUNKTIONAL;-;DOM_DOKUCHIPCARD35UP;-;- - -;-;Fehler bei F01/ident_funktional/executeDiagJob ();IFH-0029: ACCESS DENIED\x0A","-","-","FINISH_KPS","-","-",FUNKTIONAL
14584926,9098,"-","FS_LESEN_F2","LIN: Sine antwortet nicht","FINISH_KPS;FUNKTIONSZENTRUM_DACH;F_ORT_NR;FS_LESEN_F2;FZD_G11;FS_LESEN - 14584926 (HEX DE 8C 5E 2E);14584926;LIN: Sine antwortet nicht;-\x0A FINISH_KPS;FUNKTIONSZENTRUM_DACH;F_ORT_NR;FS_LESEN_F2;FZD_G11;FS_LESEN - 14584926 (HEX DE 8C 5E 68);14584926;LIN: Sine antwortet nicht;-\x0A","FZD_G11","FS_LESEN","FINISH_KPS","F_ORT_NR","14584926 (HEX DE 8C 5E *)","FUNKTIONSZENTRUM_DACH"
197152,9099,"-","FS_LESEN_FINISH","SHD: System nicht normiert","FINISH;FUNKTIONSZENTRUM_DACH;F_ORT_NR;FS_LESEN_FINISH;FZD_20;FS_LESEN - 197152 (HEX 03 02 20 2F);197152;SHD: System nicht normiert;-\x0A FINISH_KPS;FUNKTIONSZENTRUM_DACH;F_ORT_NR;FS_LESEN_FINISH;FZD_20;FS_LESEN - 197152 (HEX 03 02 20 2E);197152;SHD: System nicht normiert;-\x0A FINISH_KPS;FUNKTIONSZENTRUM_DACH;F_ORT_NR;FS_LESEN_FINISH;FZD_20;FS_LESEN - 197152 (HEX 03 02 20 6D);197152;SHD: System nicht normiert;-\x0A","FZD_20","FS_LESEN","*","F_ORT_NR","197152 (HEX 03 02 20 *)","FUNKTIONSZENTRUM_DACH"
"-",91,"-","-","-","ACHSPRFG;-;Karossenbreite Vorderachse vor Einstellung;-;-;- - -;-;-;-\x0A","-","-",ACHSPRFG,"Karossenbreite Vorderachse vor Einstellung","-","-"
4729378,910,"Ventilspule vorne links nicht gesteckt","FS_LESEN_SELEKTIV_VENTILSPULEN_VORNE_GESTECKT","Ventilspule - vorne links - offene Leitung","B_DIAGNOSE_VOR;DAEMPFER_CONTROL;F_ORT_NR;FS_LESEN_SELEKTIV_VENTILSPULEN_VORNE_GESTECKT;VDC_25;FS_LESEN - 4729378 (HEX 48 2A 22 AC);4729378;Ventilspule - vorne links - offene Leitung;Ventilspule vorne links nicht gesteckt\x0A B_DIAGNOSE_VOR;DAEMPFER_CONTROL;F_ORT_NR;FS_LESEN_SELEKTIV_VENTILSPULEN_VORNE_GESTECKT;VDC_25;FS_LESEN - 4729378 (HEX 48 2A 22 AF);4729378;Ventilspule - vorne links - offene Leitung;Ventilspule vorne links nicht gesteckt\x0A","VDC_25","FS_LESEN","B_DIAGNOSE_VOR","F_ORT_NR","4729378 (HEX 48 2A 22 *)","DAEMPFER_CONTROL"
137216,9100,"-","FS_LESEN_F2","Energiesparmode aktiv","FINISH_KPS;GETRIEBE;F_ORT_NR;FS_LESEN_F2;GKEB23TU;FS_LESEN - 137216 (HEX 02 18 00 2F);137216;Energiesparmode aktiv;-\x0A FINISH_KPS;GETRIEBE;F_ORT_NR;FS_LESEN_F2;GKEB23TU;FS_LESEN - 137216 (HEX 02 18 00 6D);137216;Energiesparmode aktiv;-\x0A",GKEB23TU,"FS_LESEN","FINISH_KPS","F_ORT_NR","137216 (HEX 02 18 00 *)",GETRIEBE
155136,9102,"-","FS_LESEN_F2","Energiesparmode aktiv","FINISH_KPS;GETRIEBE_WS;F_ORT_NR;FS_LESEN_F2;GWS2;FS_LESEN - 155136 (HEX 02 5E 00 2F);155136;Energiesparmode aktiv;-\x0A",GWS2,"FS_LESEN","FINISH_KPS","F_ORT_NR","155136 (HEX 02 5E 00 2F)","GETRIEBE_WS"
13309112,9104,"-","FS_LESEN_FINISH","Botschaftsfehler (Geschwindigkeit Fahrzeug, ID: V_VEH) - Timeout","FINISH_KPS;HEADING_CONTROL2;F_ORT_NR;FS_LESEN_FINISH;HC2_G11;FS_LESEN - 13309112 (HEX CB 14 B8 A6);13309112;Botschaftsfehler (Geschwindigkeit Fahrzeug, ID: V_VEH) - Timeout;-\x0A FINISH_KPS;HEADING_CONTROL2;F_ORT_NR;FS_LESEN_FINISH;HC2_G11;FS_LESEN - 13309112 (HEX CB 14 B8 A8);13309112;Botschaftsfehler (Geschwindigkeit Fahrzeug, ID: V_VEH) - Timeout;-\x0A","HC2_G11","FS_LESEN","FINISH_KPS","F_ORT_NR","13309112 (HEX CB 14 B8 *)","HEADING_CONTROL2"
13309170,9105,"-","FS_LESEN_FINISH","Botschaftsfehler (Kilometerstand/Reichweite, ID: KILOMETERSTAND) - Timeout","FINISH;HEADING_CONTROL2;F_ORT_NR;FS_LESEN_FINISH;HC2_G11;FS_LESEN - 13309170 (HEX CB 14 F2 A6);13309170;Botschaftsfehler (Kilometerstand/Reichweite, ID: KILOMETERSTAND) - Timeout;-\x0A FINISH_KPS;HEADING_CONTROL2;F_ORT_NR;FS_LESEN_FINISH;HC2_G11;FS_LESEN - 13309170 (HEX CB 14 F2 A6);13309170;Botschaftsfehler (Kilometerstand/Reichweite, ID: KILOMETERSTAND) - Timeout;-\x0A FINISH_KPS;HEADING_CONTROL2;F_ORT_NR;FS_LESEN_FINISH;HC2_G11;FS_LESEN - 13309170 (HEX CB 14 F2 A8);13309170;Botschaftsfehler (Kilometerstand/Reichweite, ID: KILOMETERSTAND) - Timeout;-\x0A FINISH_KPS;HEADING_CONTROL2;F_ORT_NR;FS_LESEN_FINISH;HC2_G11;FS_LESEN - 13309170 (HEX CB 14 F2 AE);13309170;Botschaftsfehler (Kilometerstand/Reichweite, ID: KILOMETERSTAND) - Timeout;-\x0A","HC2_G11","FS_LESEN","*","F_ORT_NR","13309170 (HEX CB 14 F2 *)","HEADING_CONTROL2"
13309356,9106,"-","FS_LESEN_FINISH","Botschaftsfehler (Status Bedienelement Bremsassistent, ID: ST_OPEL_BRAS) - Timeout","FINISH_KPS;HEADING_CONTROL2;F_ORT_NR;FS_LESEN_FINISH;HC2_G11;FS_LESEN - 13309356 (HEX CB 15 AC A8);13309356;Botschaftsfehler (Status Bedienelement Bremsassistent, ID: ST_OPEL_BRAS) - Timeout;-\x0A FINISH_KPS;HEADING_CONTROL2;F_ORT_NR;FS_LESEN_FINISH;HC2_G11;FS_LESEN - 13309356 (HEX CB 15 AC AE);13309356;Botschaftsfehler (Status Bedienelement Bremsassistent, ID: ST_OPEL_BRAS) - Timeout;-\x0A","HC2_G11","FS_LESEN","FINISH_KPS","F_ORT_NR","13309356 (HEX CB 15 AC *)","HEADING_CONTROL2"
13309452,9107,"-","FS_LESEN_FINISH","Botschaftsfehler (Zustand Fahrzeug, ID: CON_VEH) Timeout","FINISH;HEADING_CONTROL2;F_ORT_NR;FS_LESEN_FINISH;HC2_G11;FS_LESEN - 13309452 (HEX CB 16 0C A6);13309452;Botschaftsfehler (Zustand Fahrzeug, ID: CON_VEH) Timeout;-\x0A FINISH_KPS;HEADING_CONTROL2;F_ORT_NR;FS_LESEN_FINISH;HC2_G11;FS_LESEN - 13309452 (HEX CB 16 0C A6);13309452;Botschaftsfehler (Zustand Fahrzeug, ID: CON_VEH) Timeout;-\x0A FINISH_KPS;HEADING_CONTROL2;F_ORT_NR;FS_LESEN_FINISH;HC2_G11;FS_LESEN - 13309452 (HEX CB 16 0C AC);13309452;Botschaftsfehler (Zustand Fahrzeug, ID: CON_VEH) Timeout;-\x0A","HC2_G11","FS_LESEN","*","F_ORT_NR","13309452 (HEX CB 16 0C *)","HEADING_CONTROL2"
13309495,9108,"-","FS_LESEN_FINISH","Botschaftsfehler (Geschwindigkeit Fahrzeug 2 ID:V_VEH_2) Timeout","FINISH_KPS;HEADING_CONTROL2;F_ORT_NR;FS_LESEN_FINISH;HC2_G11;FS_LESEN - 13309495 (HEX CB 16 37 A6);13309495;Botschaftsfehler (Geschwindigkeit Fahrzeug 2 ID:V_VEH_2) Timeout;-\x0A FINISH_KPS;HEADING_CONTROL2;F_ORT_NR;FS_LESEN_FINISH;HC2_G11;FS_LESEN - 13309495 (HEX CB 16 37 A8);13309495;Botschaftsfehler (Geschwindigkeit Fahrzeug 2 ID:V_VEH_2) Timeout;-\x0A","HC2_G11","FS_LESEN","FINISH_KPS","F_ORT_NR","13309495 (HEX CB 16 37 *)","HEADING_CONTROL2"
13310412,9109,"-","FS_LESEN_FINISH","Botschaftsfehler (Status Verbrennungsmotor, ID: ST_CENG) Timeout","FINISH;HEADING_CONTROL2;F_ORT_NR;FS_LESEN_FINISH;HC2_G11;FS_LESEN - 13310412 (HEX CB 19 CC A6);13310412;Botschaftsfehler (Status Verbrennungsmotor, ID: ST_CENG) Timeout;-\x0A FINISH_KPS;HEADING_CONTROL2;F_ORT_NR;FS_LESEN_FINISH;HC2_G11;FS_LESEN - 13310412 (HEX CB 19 CC A6);13310412;Botschaftsfehler (Status Verbrennungsmotor, ID: ST_CENG) Timeout;-\x0A FINISH_KPS;HEADING_CONTROL2;F_ORT_NR;FS_LESEN_FINISH;HC2_G11;FS_LESEN - 13310412 (HEX CB 19 CC A8);13310412;Botschaftsfehler (Status Verbrennungsmotor, ID: ST_CENG) Timeout;-\x0A FINISH_KPS;HEADING_CONTROL2;F_ORT_NR;FS_LESEN_FINISH;HC2_G11;FS_LESEN - 13310412 (HEX CB 19 CC AE);13310412;Botschaftsfehler (Status Verbrennungsmotor, ID: ST_CENG) Timeout;-\x0A","HC2_G11","FS_LESEN","*","F_ORT_NR","13310412 (HEX CB 19 CC *)","HEADING_CONTROL2"
"-",911,"AUTOASSIGN_LOOP_ERROR: 159: NET-0009: TIMEOUT","START_FGNR_MIT_TIMEOUT_25S",Diagnosefehler,"B_DIAGNOSE_VOR;DIAGNOSE;-;START_FGNR_MIT_TIMEOUT_25S;-;- - -;-;Diagnosefehler;AUTOASSIGN_LOOP_ERROR: 159: NET-0009: TIMEOUT\x0A","-","-","B_DIAGNOSE_VOR","-","-",DIAGNOSE
13311003,9110,"-","FS_LESEN_FINISH","Botschaftsfehler (Status Energieerzeugung, ID: ST_ENERG_GEN) - Timeout","FINISH;HEADING_CONTROL2;F_ORT_NR;FS_LESEN_FINISH;HC2_G11;FS_LESEN - 13311003 (HEX CB 1C 1B A6);13311003;Botschaftsfehler (Status Energieerzeugung, ID: ST_ENERG_GEN) - Timeout;-\x0A FINISH_KPS;HEADING_CONTROL2;F_ORT_NR;FS_LESEN_FINISH;HC2_G11;FS_LESEN - 13311003 (HEX CB 1C 1B A6);13311003;Botschaftsfehler (Status Energieerzeugung, ID: ST_ENERG_GEN) - Timeout;-\x0A FINISH_KPS;HEADING_CONTROL2;F_ORT_NR;FS_LESEN_FINISH;HC2_G11;FS_LESEN - 13311003 (HEX CB 1C 1B AF);13311003;Botschaftsfehler (Status Energieerzeugung, ID: ST_ENERG_GEN) - Timeout;-\x0A","HC2_G11","FS_LESEN","*","F_ORT_NR","13311003 (HEX CB 1C 1B *)","HEADING_CONTROL2"
4725950,9112,"-","FS_LESEN_FINISH","Master-Slave - Hinten links Slave nicht verbaut","FINISH;HEADING_CONTROL2;F_ORT_NR;FS_LESEN_FINISH;HC2_G11;FS_LESEN - 4725950 (HEX 48 1C BE AE);4725950;Master-Slave - Hinten links Slave nicht verbaut;-\x0A FINISH_KPS;HEADING_CONTROL2;F_ORT_NR;FS_LESEN_FINISH;HC2_G11;FS_LESEN - 4725950 (HEX 48 1C BE A8);4725950;Master-Slave - Hinten links Slave nicht verbaut;-\x0A FINISH_KPS;HEADING_CONTROL2;F_ORT_NR;FS_LESEN_FINISH;HC2_G11;FS_LESEN - 4725950 (HEX 48 1C BE AE);4725950;Master-Slave - Hinten links Slave nicht verbaut;-\x0A","HC2_G11","FS_LESEN","*","F_ORT_NR","4725950 (HEX 48 1C BE *)","HEADING_CONTROL2"
"-",9113,"HU Aufstart Timeout!","FKT_HU_READY_FOR_LOW_DIAGNOSTICS",Diagnosefehler,"FINISH_KPS;HEADUNIT;-;FKT_HU_READY_FOR_LOW_DIAGNOSTICS;NBTEVO;STATUS_LESEN - -;-;Diagnosefehler;HU Aufstart Timeout!\x0A",NBTEVO,"STATUS_LESEN","FINISH_KPS","-","-",HEADUNIT
"-",9118,"0: null","STATUS_CID_ESN_APN",Diagnosefehler,"FINISH_KPS;HEADUNIT;-;STATUS_CID_ESN_APN;ENAVEVO;STATUS_LESEN - -;-;Diagnosefehler;0: null\x0A",ENAVEVO,"STATUS_LESEN","FINISH_KPS","-","-",HEADUNIT
"-",9121,"39: IFH-0029: ACCESS DENIED","STATUS_SER_NR",Diagnosefehler,"FINISH_KPS;HEADUNIT;-;STATUS_SER_NR;NBTEVO;STATUS_LESEN - -;-;Diagnosefehler;39: IFH-0029: ACCESS DENIED\x0A",NBTEVO,"STATUS_LESEN","FINISH_KPS","-","-",HEADUNIT
"*",9125,"-","FS_LESEN_F2","Lautsprecherausgangsleitungen * rechts: Leitungsunterbrechung","F2_DIAGNOSE;HEADUNIT;F_ORT_NR;FS_LESEN_F2;ENAVEVO;FS_LESEN - 12056621 (HEX B7 F8 2D 28);12056621;Lautsprecherausgangsleitungen hinten rechts: Leitungsunterbrechung;-\x0A FINISH_KPS;HEADUNIT;F_ORT_NR;FS_LESEN_F2;ENAVEVO;FS_LESEN - 12056613 (HEX B7 F8 25 6D);12056613;Lautsprecherausgangsleitungen vorne rechts: Leitungsunterbrechung;-\x0A FINISH_KPS;HEADUNIT;F_ORT_NR;FS_LESEN_F2;ENAVEVO;FS_LESEN - 12056621 (HEX B7 F8 2D 2F);12056621;Lautsprecherausgangsleitungen hinten rechts: Leitungsunterbrechung;-\x0A",ENAVEVO,"FS_LESEN","*","F_ORT_NR","* (HEX B7 F8 * *)",HEADUNIT
156416,9126,"-","FS_LESEN_F2","Energiesparmode aktiv","FINISH_KPS;HEADUNIT;F_ORT_NR;FS_LESEN_F2;ENAVEVO;FS_LESEN - 156416 (HEX 02 63 00 2F);156416;Energiesparmode aktiv;-\x0A FINISH_KPS;HEADUNIT;F_ORT_NR;FS_LESEN_F2;ENAVEVO;FS_LESEN - 156416 (HEX 02 63 00 6D);156416;Energiesparmode aktiv;-\x0A",ENAVEVO,"FS_LESEN","FINISH_KPS","F_ORT_NR","156416 (HEX 02 63 00 *)",HEADUNIT
12056756,9127,"-","*","Verbindung Head-Unit zum SDARS Antennenfuß: Leitungsunterbrechung","F2_DIAGNOSE;HEADUNIT;F_ORT_NR;FS_LESEN_F2;NBTEVO;FS_LESEN - 12056756 (HEX B7 F8 B4 2F);12056756;Verbindung Head-Unit zum SDARS Antennenfuß: Leitungsunterbrechung;-\x0A FDP_DIAGNOSE;HEADUNIT;F_ORT_NR;FS_LESEN_F2;NBTEVO;FS_LESEN - 12056756 (HEX B7 F8 B4 2F);12056756;Verbindung Head-Unit zum SDARS Antennenfuß: Leitungsunterbrechung;-\x0A FINISH_KPS;HEADUNIT;F_ORT_NR;FS_LESEN_F2;NBTEVO;FS_LESEN - 12056756 (HEX B7 F8 B4 2F);12056756;Verbindung Head-Unit zum SDARS Antennenfuß: Leitungsunterbrechung;-\x0A FINISH_KPS;HEADUNIT;F_ORT_NR;FS_LESEN_FINISH;NBTEVO;FS_LESEN - 12056756 (HEX B7 F8 B4 2F);12056756;Verbindung Head-Unit zum SDARS Antennenfuß: Leitungsunterbrechung;-\x0A",NBTEVO,"FS_LESEN","*","F_ORT_NR","12056756 (HEX B7 F8 B4 2F)",HEADUNIT
12056781,9128,"-","*","Verbindung HU zum Antennenverstärker - Leitungsunterbrechung FM2-Antenne","FINISH_KPS;HEADUNIT;F_ORT_NR;FS_LELOE;NBTEVO;FS_LESEN - 12056781 (HEX B7 F8 CD 2F);12056781;Verbindung HU zum Antennenverstärker - Leitungsunterbrechung FM2-Antenne;-\x0A FINISH_KPS;HEADUNIT;F_ORT_NR;FS_LESEN_F2;NBTEVO;FS_LESEN - 12056781 (HEX B7 F8 CD 2F);12056781;Verbindung HU zum Antennenverstärker - Leitungsunterbrechung FM2-Antenne;-\x0A FINISH_KPS;HEADUNIT;F_ORT_NR;FS_LESEN_F2;NBTEVO;FS_LESEN - 12056781 (HEX B7 F8 CD 68);12056781;Verbindung HU zum Antennenverstärker - Leitungsunterbrechung FM2-Antenne;-\x0A",NBTEVO,"FS_LESEN","FINISH_KPS","F_ORT_NR","12056781 (HEX B7 F8 CD *)",HEADUNIT
"*",9129,"-","FS_LESEN_FINISH","Lautsprecherausgangsleitungen * *: Leitungsunterbrechung","FINISH;HEADUNIT;F_ORT_NR;FS_LESEN_FINISH;NBTEVO;FS_LESEN - 12056613 (HEX B7 F8 25 2F);12056613;Lautsprecherausgangsleitungen vorne rechts: Leitungsunterbrechung;-\x0A FINISH_KPS;HEADUNIT;F_ORT_NR;FS_LESEN_FINISH;NBTEVO;FS_LESEN - 12056609 (HEX B7 F8 21 2F);12056609;Lautsprecherausgangsleitungen vorne links: Leitungsunterbrechung;-\x0A FINISH_KPS;HEADUNIT;F_ORT_NR;FS_LESEN_FINISH;NBTEVO;FS_LESEN - 12056613 (HEX B7 F8 25 2F);12056613;Lautsprecherausgangsleitungen vorne rechts: Leitungsunterbrechung;-\x0A FINISH_KPS;HEADUNIT;F_ORT_NR;FS_LESEN_FINISH;NBTEVO;FS_LESEN - 12056621 (HEX B7 F8 2D 2F);12056621;Lautsprecherausgangsleitungen hinten rechts: Leitungsunterbrechung;-\x0A",NBTEVO,"FS_LESEN","*","F_ORT_NR","* (HEX B7 F8 * 2F)",HEADUNIT
"-",913,"IP from XML: *.*.*.*","START_FGNR_MIT_TIMEOUT_25S",Diagnosefehler,"B_DIAGNOSE_VOR;DIAGNOSE;-;START_FGNR_MIT_TIMEOUT_25S;-;- - -;-;Diagnosefehler;IP from XML: 0.0.0.0\x0A B_DIAGNOSE_VOR;DIAGNOSE;-;START_FGNR_MIT_TIMEOUT_25S;-;- - -;-;Diagnosefehler;IP from XML: 160.49.64.105\x0A B_DIAGNOSE_VOR;DIAGNOSE;-;START_FGNR_MIT_TIMEOUT_25S;-;- - -;-;Diagnosefehler;IP from XML: 160.49.64.11\x0A B_DIAGNOSE_VOR;DIAGNOSE;-;START_FGNR_MIT_TIMEOUT_25S;-;- - -;-;Diagnosefehler;IP from XML: 160.49.64.116\x0A B_DIAGNOSE_VOR;DIAGNOSE;-;START_FGNR_MIT_TIMEOUT_25S;-;- - -;-;Diagnosefehler;IP from XML: 160.49.64.121\x0A","-","-","B_DIAGNOSE_VOR","-","-",DIAGNOSE
"-",9130,"ERROR_ECU_CONDITIONS_NOT_CORRECT","STATUS_CID_ESN_APN",Diagnosefehler,"FINISH_KPS;HEADUNIT;JOB_STATUS;STATUS_CID_ESN_APN;ENAVEVO;STATUS_LESEN - ERROR_ECU_CONDITIONS_NOT_CORRECT;-;Diagnosefehler;ERROR_ECU_CONDITIONS_NOT_CORRECT\x0A",ENAVEVO,"STATUS_LESEN","FINISH_KPS","JOB_STATUS","ERROR_ECU_CONDITIONS_NOT_CORRECT",HEADUNIT
134400,9134,"-","FS_LESEN_F2","Energiesparmode aktiv","FINISH_KPS;HECKFUNKTIONSMODUL;F_ORT_NR;FS_LESEN_F2;HKFM_G11;FS_LESEN - 134400 (HEX 02 0D 00 28);134400;Energiesparmode aktiv;-\x0A FINISH_KPS;HECKFUNKTIONSMODUL;F_ORT_NR;FS_LESEN_F2;HKFM_G11;FS_LESEN - 134400 (HEX 02 0D 00 2F);134400;Energiesparmode aktiv;-\x0A","HKFM_G11","FS_LESEN","FINISH_KPS","F_ORT_NR","134400 (HEX 02 0D 00 *)",HECKFUNKTIONSMODUL
"-",914,"IP via Dialog: null","START_FGNR_MIT_TIMEOUT_25S",Diagnosefehler,"B_DIAGNOSE_VOR;DIAGNOSE;-;START_FGNR_MIT_TIMEOUT_25S;-;- - -;-;Diagnosefehler;IP via Dialog: null\x0A","-","-","B_DIAGNOSE_VOR","-","-",DIAGNOSE
200427,9142,"-","FS_LESEN_FINISH","HVPM - Start - HV-Bereitschaft nicht möglich trotz Anforderung","FINISH;HYBRID_EME;F_ORT_NR;FS_LESEN_FINISH;EME_G12;FS_LESEN - 200427 (HEX 03 0E EB 28);200427;HVPM - Start - HV-Bereitschaft nicht möglich trotz Anforderung;-\x0A FINISH_KPS;HYBRID_EME;F_ORT_NR;FS_LESEN_FINISH;EME_G12;FS_LESEN - 200427 (HEX 03 0E EB 2E);200427;HVPM - Start - HV-Bereitschaft nicht möglich trotz Anforderung;-\x0A FINISH_KPS;HYBRID_EME;F_ORT_NR;FS_LESEN_FINISH;EME_G12;FS_LESEN - 200427 (HEX 03 0E EB 2F);200427;HVPM - Start - HV-Bereitschaft nicht möglich trotz Anforderung;-\x0A","EME_G12","FS_LESEN","*","F_ORT_NR","200427 (HEX 03 0E EB *)","HYBRID_EME"
